3,201506,924,3,24000
3,201502,500,1,24000
3,201412,896,1,24500
3,201403,980,3,24500
3,201403,700,1,24500
3,201404,980,3,24500
3,201408,960,1,24500
3,201611,600,1,25000
3,201604,1200,3,25000
3,201608,1000,1,25000
3,201608,800,1,25000
3,201604,600,1,25000
3,201605,900,1,25000
3,201604,900,1,25000
3,201711,700,1,25700
3,201704,700,1,25700
3,201706,1000,3,25700
3,201702,700,1,25700
3,201707,1000,3,25700
4,201706,800,1,26400
4,201701,500,1,26400
1,201807,480,1,26400
1,201807,480,1,26400
1,201807,480,1,26400
4,201705,500,1,26400
2,201506,700,1,26700
2,201510,700,1,26700
2,201505,1184,3,26700
2,201410,960,3,26900
2,201403,980,3,26900
2,201410,1120,3,26900
4,201409,784,1,27600
4,201409,600,1,27600
4,201407,1152,3,27600
3,201807,840,1,27700
3,201812,1100,3,27700
3,201808,840,1,27700
3,201806,1100,3,27700
3,201807,680,1,27700
3,201809,840,1,27700
3,201806,920,1,27700
3,201802,1100,3,27700
3,201809,920,3,27700
2,201602,1100,3,27800
2,201606,700,1,27800
2,201612,700,1,27800
2,201607,900,3,27800
2,201602,700,1,27800
2,201612,700,1,27800
1,201403,700,1,28000
3,201503,1152,3,28000
3,201412,1216,3,28000
4,201507,784,3,28200
4,201508,784,1,28200
4,201911,440,1,28400
4,201908,780,1,28400
4,201908,780,1,28400
4,201902,440,1,28400
4,201803,530,1,28400
2,201707,900,3,28600
2,201703,1200,3,28600
2,201701,1100,3,28600
3,201410,812,1,28600
3,201412,700,1,28700
3,201403,700,1,28900
3,201408,980,1,29000
3,201608,900,1,29000
3,201507,1152,3,29000
3,201411,1216,3,29100
2,201808,960,1,29400
2,201811,710,1,29400
2,201801,960,3,29400
2,201808,960,1,29400
2,201801,920,3,29400
2,201802,1200,3,29400
2,201802,840,1,29400
2,201804,710,1,29400
2,201801,1000,3,29400
4,201610,700,1,29500
3,201909,920,3,29600
3,201910,840,1,29600
3,201908,840,1,29600
3,201909,1100,3,29600
3,201905,860,1,29600
3,201903,1100,3,29600
3,201904,1100,3,29600
3,201403,700,1,29700
3,201508,672,1,29900
3,201411,700,1,29900
3,201509,500,1,29900
3,201507,1216,3,30000
3,201501,784,1,30000
3,201410,1280,3,30000
3,201601,800,3,30000
4,201703,900,1,30000
3,201709,700,1,30000
3,201509,500,1,30000
2,201411,1120,3,30000
3,201401,924,3,30100
3,201406,1064,3,30800
2,201505,960,3,30900
3,201610,1000,3,31000
3,201403,924,3,31000
3,201609,1100,3,31000
3,201508,784,1,31000
3,201708,900,3,31000
2,201404,700,1,31200
2,201404,700,1,31200
3,202006,920,3,31400
3,202001,700,1,31400
3,202006,700,1,31400
1,201512,672,1,31400
3,202004,700,1,31400
3,202006,980,3,31400
3,201406,700,1,31400
2,201408,700,1,31400
1,201506,1216,3,31400
3,202004,920,3,31400
3,201408,700,1,31400
3,201403,924,3,31700
2,201402,700,1,31700
3,201405,924,3,31900
4,201702,800,1,32000
3,201607,900,3,32000
3,201711,700,1,32000
3,201607,800,1,32000
2,201908,840,1,32100
2,201409,1300,3,32200
1,201612,800,1,32300
1,201601,700,1,32300
1,201603,700,1,32300
2,201502,924,3,32400
3,201510,1024,1,32500
3,201506,960,1,32500
2,201511,924,3,32800
2,201407,868,1,32900
3,201603,900,3,33000
4,201710,1200,3,33000
3,201708,900,3,33000
2,201608,900,1,33000
3,201604,800,1,33000
3,201410,980,3,33000
3,201604,800,1,33000
2,201611,900,1,33000
1,201808,480,1,33100
2,202012,1100,3,33200
3,201407,1152,3,33200
2,202012,700,1,33200
2,202004,960,1,33200
2,202010,920,1,33200
3,201503,500,1,33200
2,201410,980,1,33400
3,201502,924,3,33500
2,201404,700,1,33500
3,201401,700,1,33600
1,201902,670,1,33800
1,201903,920,1,33800
1,201908,840,1,33800
3,201404,1120,3,33900
3,201501,960,1,33900
4,201402,736,1,34000
3,201803,680,1,34000
2,201705,700,1,34000
3,201610,900,1,34000
3,201704,1000,1,34000
4,201709,1200,3,34000
4,201610,1200,3,34000
2,201409,924,3,34000
3,201410,896,1,34000
3,201702,700,1,34000
3,201711,700,1,34000
2,201602,700,1,34000
3,201709,700,1,34000
4,202003,500,1,34100
3,201501,784,1,34200
3,201801,840,1,34300
4,201501,600,1,34500
1,201404,924,3,34700
3,201411,924,3,34900
3,201801,840,1,34900
3,201801,1100,3,34900
